3.183098861890995557e-01,3.799853149829818949e-02,8.141099429379496100e-03,6.675816856420848516e-03,1.051512636593384536e-01,9.562130382667000106e-02,9.131528014702033902e-02,9.944005361870068838e-02,3.853811931842254096e-02,8.180426158588964547e-02,8.112285823751179403e-02,3.098288865559743060e-02,6.814111621143850717e-02,6.470105803639798758e-02,4.421778386065684796e-02,6.770649421444525223e-03,5.054176487500180309e-02,4.078206698443972988e-02,2.024282337278419941e-02,2.160472486107221229e-02,2.967823522934056810e-02,1.145396619198278329e-02,2.379534257814770043e-02,1.897608864396821979e-03,2.284422494972984316e-02
3.183098861769036447e-01,5.471217782286987713e-02,7.112578863224838788e-02,7.504406991942033645e-02,1.018521587319734939e-01,7.488861366030818978e-02,7.872548080583727237e-02,9.654533294025942347e-02,2.024311461112318286e-02,8.795797223379275831e-02,9.127339201254111578e-02,4.963087512329481671e-02,2.188052286016711756e-02,6.412271963787133378e-02,5.559375382118523362e-02,5.657211465128859224e-02,5.075857845141090730e-02,4.082640708033451193e-02,5.432213867590492823e-02,2.731514632472379495e-02,1.585646050992797068e-02,4.756373523580780666e-02,2.976018047570649222e-02,3.798122837287142700e-02,3.535532224613151253e-02
3.183098861844231298e-01,6.481056564405322622e-03,4.153197118441590008e-01,2.932847782668177375e-02,4.673247591688865776e-02,3.267361982581445251e-02,2.213686690561897027e-02,3.039505341354749660e-02,8.380044308404857589e-02,3.855129797490110949e-02,2.047231059626124922e-02,1.526409871260317984e-02,2.028967475033082724e-01,2.320802470872074599e-02,9.312187570842038464e-02,4.981954503025726871e-02,3.383599441485680287e-02,6.244061120600681754e-03,6.157631266396298986e-02,5.270675787405835339e-02,3.218061445519928426e-02,7.519113942214510071e-02,1.464706035488603543e-02,5.135844705429339768e-02,4.540527774086099144e-02
3.183098861719655392e-01,6.966801856554552530e-02,1.633126390190701950e-03,5.984852819661189149e-02,7.599959139974378497e-02,7.599199899187321361e-02,1.758517487801573576e-01,1.670800214218575164e-01,8.609251509325216434e-02,3.236405209245084985e-02,5.551318089946438716e-02,1.369613388388740971e-01,1.196559457615041372e-01,8.528020625338338101e-02,5.383724757616615425e-02,2.413346201459855289e-02,9.296059090767767180e-03,9.381484346771115646e-02,8.723641904144470438e-02,1.216547348212099339e-01,1.241948327314632526e-03,2.358096821517207883e-02,3.404255336862663239e-02,6.525912483997185765e-02,2.622367909534666780e-02
3.183098861840075178e-01,1.277129705898032430e-01,7.416294860283853541e-02,3.138734004374944819e-02,8.898667115307273834e-02,8.961764040728335823e-02,1.625615866121755959e-01,2.266825539830572556e-01,4.604425758931086909e-02,5.657919092308797554e-02,5.278273152370364235e-02,1.395960800630239029e-01,9.554974028273113817e-02,4.468143998819608387e-02,1.871636424800447382e-02,4.294173186829722266e-02,3.584531377088273629e-02,4.146650962271244967e-02,7.090406633960656679e-02,1.397191715638862464e-02,4.293790158191181094e-02,2.440720291688729462e-02,3.668525756013127359e-02,4.667187001054957235e-02,6.742516638306464416e-02
3.183098861836097804e-01,7.998192146314997419e-02,4.574587108855886729e-03,7.964225731588886817e-03,1.350925584676867242e-01,3.795392856650289803e-02,1.592791751307737202e-01,1.879435499180966695e-01,5.824817698573345193e-02,1.096189853516724572e-01,6.458232854826913283e-02,1.200557999568493683e-01,6.061154342101417181e-02,7.078973592153134375e-02,1.652347816744403550e-02,2.799330019535456807e-02,5.384477908790831491e-02,6.986142211330959029e-02,1.016652838049459523e-01,3.251125011335644077e-02,3.709183753112471615e-02,3.903023448042240023e-02,2.295210638140045972e-02,7.551763406930227240e-02,5.745745157714320789e-02
3.183098861841966443e-01,1.167239382905233408e-01,6.712203347331548164e-02,6.814323038308799096e-02,1.050369163533247802e-01,2.484279806663586623e-02,1.610010453478612769e-01,1.940179135522216713e-01,3.197554264446701017e-02,1.370909099725292346e-01,5.130256412373506575e-02,2.141186795140989363e-01,1.377815537484082531e-01,5.827817595109713311e-02,7.082363072239585000e-02,4.245088241513815530e-02,2.099604750175000298e-02,8.108248535847696614e-02,7.923538182906873784e-02,3.136105786159666675e-02,7.344811561205148893e-03,2.153971175597936549e-02,3.907604491028301291e-02,1.683532596195914249e-02,4.529917201033449581e-02
3.183098861836869964e-01,6.362000238328736901e-02,2.391709759857129913e-01,1.720838338773391513e-02,8.466830715496896642e-02,1.295796918812429366e-01,1.279908396845851892e-01,1.430559489754949232e-01,4.567603880962049778e-02,5.520302324194189397e-02,1.177435804954556908e-01,9.764958279446048217e-02,4.171665708665928812e-02,1.299116657277534642e-02,2.902661383445102189e-02,6.942921279761206377e-02,4.331911908597899097e-02,2.393527284243396683e-02,7.881489340911083941e-02,2.371448379683549143e-02,4.012317608381507639e-02,5.983327066414620421e-02,6.304841521503428380e-03,1.853266694753321481e-02,8.595792454146440609e-02
3.183098861836692328e-01,9.311989993974492674e-03,1.878125726473181822e-01,1.992071034217143474e-02,1.185156147099516721e-01,1.353773179020194839e-01,5.462709486873389142e-02,1.097873614144084381e-01,7.198813357938481372e-02,1.293921253230036900e-02,9.851492137633775792e-02,4.064632660398595498e-02,1.870200603733291472e-02,3.938299451282816638e-02,3.127779440476725903e-02,7.669983580368723575e-02,5.628375508168375480e-02,6.072097078911490448e-02,5.754760715932373538e-02,5.005987299890272274e-02,3.741009114658755581e-03,2.832296208190044143e-02,1.224589195496011453e-02,4.645260555237960831e-02,1.682124670798244501e-02
3.183098861841373028e-01,3.549468151807799038e-02,6.053498555257292441e-02,1.449699721437414657e-01,6.454967004901282501e-02,7.182995702002628602e-02,1.809524865656776116e-01,1.146009312484003728e-01,3.699733596346615333e-02,4.182499966614341286e-02,3.206146696602077406e-02,8.385495095308526103e-02,5.637557412952873964e-02,6.778294271810134108e-02,6.400680982786674522e-02,5.730820334239054153e-02,5.116547417690175265e-02,4.271683176919253283e-02,5.025891467657845474e-02,3.508467523511653308e-02,4.271557513656342592e-02,2.017996942929658338e-02,4.238718489292023217e-02,4.288016520637863427e-02,1.001704730795423097e-02
3.183098861830650494e-01,1.839555055780509735e-02,2.063249433871032212e-01,8.484833926762137823e-02,4.245269639083920632e-02,5.020422390514350103e-03,6.696570153028663652e-02,3.416742564838139845e-02,8.477777924854892899e-02,6.996346885734273761e-03,3.812001557148321507e-02,2.565838741154306823e-02,2.273402723606593803e-02,9.273960668526316786e-02,1.662715602171025656e-03,9.174068364314674762e-02,3.823361873120161708e-02,8.372703862670076436e-03,3.077337111489540297e-02,7.501618663177506661e-03,2.788556433612098678e-02,8.411261770786403191e-03,4.292385709606314631e-02,1.406066643160912288e-02,2.187225393352338135e-02
3.183098861834713356e-01,1.037124976130546772e-01,3.319956505963406190e-02,3.848597860591417702e-02,8.186226450713060543e-02,8.871229736436174462e-02,9.932940202765894178e-02,1.629387944150970102e-01,4.858098315172950515e-02,9.101169903986716658e-02,5.279895503891959829e-02,1.127071504707616162e-01,1.109486425716172675e-01,5.877710933761973872e-02,5.417874629810212617e-02,3.508822093568616379e-02,4.570644519487331026e-02,4.831123646626700463e-02,4.485663164563115368e-02,2.163848779828048477e-02,5.954023942286448649e-03,1.659652336834987335e-02,2.127009468905908737e-02,7.465206560533074222e-03,1.953024203367979481e-02
3.183098861784623979e-01,1.176524022279313575e-01,5.793025767363444573e-02,7.221986501146597515e-02,1.031478000235042658e-01,3.338379009713908496e-02,1.712923954593428555e-01,1.945674339862961122e-01,2.843486123373390254e-02,1.275636642055509862e-01,4.697297611950746604e-02,2.159964232862027211e-01,1.484941352677741355e-01,6.700323774674683819e-02,7.297438066727053585e-02,3.259259907676458068e-02,2.103860226927747878e-02,8.098758006293271805e-02,7.879794335470556577e-02,3.823245415263767238e-02,4.436130897237672982e-03,2.466053739858408214e-02,4.150318674994295937e-02,1.624272484767693564e-02,3.875399696869477606e-02
3.183098861817403868e-01,1.792575652046904111e-01,1.617919107830962100e-01,4.656526189778747299e-02,1.122187961372071302e-01,8.609860435887223273e-02,1.572211117883688669e-01,1.656134756821338871e-01,9.722008357081231289e-02,7.905485775898662970e-02,5.827555128613969709e-02,5.529285802847412612e-02,6.480407095177337373e-02,3.266541962653844722e-02,6.466054803669837869e-02,3.510363938884569074e-02,6.530294757389080995e-02,4.185843565004426781e-02,4.311592352203424267e-02,5.267367215551500143e-02,5.536377297980882295e-02,9.609393698554055674e-03,4.109847899640696467e-02,5.806850917332187501e-02,1.069531110643840571e-02
3.183098861852265427e-01,4.016487937244598433e-02,1.851139434621432434e-01,2.263907058491999510e-02,8.623919941562092906e-02,1.911775198893728850e-02,3.033269534490613123e-02,5.149216957960341123e-02,8.703912941597025110e-02,6.337220397457736520e-02,2.435486997007255475e-02,7.011171976034293041e-02,1.012222499783465429e-02,1.811089012799687800e-02,6.835880541853248116e-02,4.885853872531357306e-02,4.634810010950534548e-02,2.038414933379004493e-02,1.133297910433962302e-01,4.014707880459728734e-02,2.827961147816528131e-02,1.886804091834554456e-02,1.089278202010528912e-01,8.303391293649277360e-02,8.072017970485519112e-02
3.183098861871586638e-01,1.958437238882724390e-02,4.229531969605910408e-02,1.671683254051850587e-02,7.290444079128773069e-02,2.236717850418777631e-02,7.355528043044547160e-02,2.746250316848083614e-02,4.913085194569129927e-02,1.921082876992888031e-02,3.521932008171566736e-02,1.105500387884731095e-01,1.599077100091991221e-01,3.850870985657225271e-02,5.386507687971250902e-02,3.426892142279801962e-02,2.743541900365154690e-02,5.491148487524596944e-02,1.278832335997149607e-02,2.950362410670103255e-02,7.437585282162988143e-02,4.276077559793975413e-02,3.749672248068947750e-02,1.514328571703523092e-02,3.323149406104889542e-02
3.183098861793378642e-01,4.501177461896936627e-02,2.165046916317143744e-01,9.909476348863767436e-02,3.343170623874089364e-02,8.110493762632589587e-02,2.869439296325681978e-03,2.552706656996505188e-02,8.591110629418198530e-02,3.758651871499492370e-02,1.049791811970836736e-01,7.861377073743304467e-02,2.691845029679212908e-02,6.726641541717635897e-02,7.869003827771935133e-02,5.031575198914556291e-02,3.617117779239469727e-02,1.112516741216564888e-02,4.686914442088552235e-02,7.171689340041725869e-03,2.141365474370921299e-02,2.309561807014351084e-02,5.269868999056681602e-02,1.016900518131100273e-02,2.675322044784458897e-02
3.183098861863902784e-01,1.030188783252755230e-01,1.170917472830663442e-01,3.638095016829738515e-02,1.338783868314160630e-01,1.674566052420597695e-01,1.312894447230820716e-01,2.082474175635664893e-01,6.520365793330520909e-02,3.429670139163734643e-02,4.645607295425851352e-02,1.110187281188648734e-01,8.697194083861317648e-02,8.488088857635663065e-02,6.274266908798925568e-02,8.395593050068403396e-02,4.105682213906519662e-02,2.674067444592719348e-02,9.037650643763060765e-02,3.425019861241209579e-02,7.513351226745838829e-02,2.794572233805852485e-02,6.524625252149159060e-02,6.735377110221648506e-03,5.100995616594319881e-02
